species_lims_code,lims_code,description
PARAKEET,YELLOW_ROSELLA_PARAKEET,Yellow Rosella Parakeet
PARAKEET,YELLOW_RUMPED_PARAKEET,Yellow Rumped Parakeet
PARAKEET,YELLOW_WINGED_PARAKEET,Yellow Winged Parakeet
PARROT,ABYSSINIAN_PARROT,Abyssinian Parrot
PARROT,AFRICAN_GREY_PARROT,African Grey Parrot
PARROT,AFRICAN_RINGNECK_PARROT,African Ringneck Parrot
PARROT,ALL_GREEN_AMAZON_PARROT,All Green Amazon Parrot
PARROT,AMAZON_PARROT,Amazon Parrot
PARROT,AMBOINA_KING_PARROT,Amboina King Parrot
PARROT,ANTBED_PARROT,Antbed Parrot
PARROT,ARU_BLACK_HEADED_FANTEE_PARROT,Aru Black Headed Fantee Parrot
PARROT,ARU_DOUBLE_EYED_DWARF_PARROT,Aru Double Eyed Dwarf Parrot
PARROT,ARU_ECLECT_PARROT,Aru Eclect Parrot
PARROT,AUBRYS_RED_CROWNED_PARROT,Aubry's Red Crowned Parrot
PARROT,AUGUST_AMAZON_PARROT,August Amazon Parrot
PARROT,AUSTRALIAN_GROUND_PARROT,Australian Ground Parrot
PARROT,BARRABANDS_PARROT,Barraband's Parrot
PARROT,BEAUTIFUL_PARROT,Beautiful Parrot
PARROT,BECCARIS_PIGMY_PARROT,Beccari's Pygmy Parrot
PARROT,BLACK_BACKED_PARROTLET,Black Backed Parrotlet
PARROT,BLACK_BILLED_JAM_AMAZON_PARROT,Black Billed Jamaican Amazon Parrot
PARROT,BLACK_CHEEKED_FANTEE_PARROT,Black Cheeked Fantee Parrot
PARROT,BLACK_EARED_PARROT,Black Eared Parrot
PARROT,BLACK_HEADED_CIAQUE_PARROT,Black Headed Ciaque Parrot
PARROT,BLACK_WINGED_PARROTLET,Black Winged Parrotlet
PARROT,BLUE_BROWED_FANTEE_PARROT,Blue Browed Fantee Parrot
PARROT,BLUE_CHEEKED_AMAZON_PARROT,Blue Cheeked Amazon Parrot
PARROT,BLUE_COLLARED_PARROT,Blue Collared Parrot
PARROT,BLUE_CROWNED_GREEN_PARROT,Blue Crowned Green Parrot
PARROT,BLUE_CROWNED_HANGING_PARROT,Blue Crowned Hanging Parrot
PARROT,BLUE_FACED_AMAZON_PARROT,Blue Faced Amazon Parrot
PARROT,BLUE_FACED_DOMIN_AMAZON_PARROT,Blue Faced Dominican Amazon Parrot
PARROT,BLUE_FRONTED_AMAZON_PARROT,Blue Fronted Amazon Parrot
PARROT,BLUE_FRONTED_PARROTLET,Blue Fronted Parrotlet
PARROT,BLUE_GREEN_PARROT,Blue Green Parrot
PARROT,BLUE_HEADED_PARROT,Blue Headed Parrot
PARROT,BLUE_HEADED_PIONUS_PARROT,Blue Headed Pionus Parrot
PARROT,BLUE_HOODED_PARROT,Blue Hooded Parrot
PARROT,BLUE_MASKED_AMAZON_PARROT,Blue Masked Amazon Parrot
PARROT,BLUE_MOUNTAIN_PARROT,Blue Mountain Parrot
PARROT,BLUE_PIONUS_PARROT,Blue Pionus Parrot
PARROT,BLUE_ROSELLA_PARROT,Blue Rosella Parrot
PARROT,BLUE_RUMPED_PARROT,Blue Rumped Parrot
PARROT,BLUE_WINGED_PARROT,Blue Winged Parrot
PARROT,BLUE_WINGED_PARROTLET,Blue Winged Parrotlet
PARROT,BODINS_AMAZON_PARROT,Bodin's Amazon Parrot
PARROT,BOGOTA_PARROT,Bogota Parrot
PARROT,BONAPARTES_PARROT,Bonaparte's Parrot
PARROT,BOUQUETS_AMAZON_PARROT,Bouquet's Amazon Parrot
PARROT,BRAZILIAN_CIAQUE_PARROT,Brazilian Ciaque Parrot
PARROT,BRAZILIAN_GREEN_AMAZON_PARROT,Brazilian Green Amazon Parrot
PARROT,BREHMS_GROUND_PARROT,Brehm's Ground Parrot
PARROT,BRONZE_WINGED_PARROT,Bronze Winged Parrot
PARROT,BROWN_HEADED_PARROT,Brown Headed Parrot
PARROT,BROWN_HOODED_PARROT,Brown Hooded Parrot
PARROT,BROWN_NECKED_PARROT,Brown Necked Parrot
PARROT,BROWN_PARROT,Brown Parrot
PARROT,BROWN_SHOULDERED_PARROTLET,Brown Shouldered Parrotlet
PARROT,BRUIJNS_RED_HEAD_PIGMY_PARROT,Bruijn's Red Headed Pygmy Parrot
PARROT,BURU_RACKET_TAILED_PARROT,Buru Racket Tailed Parrot
PARROT,BURU_RACTAIL_PARROT,Buru Ractail Parrot
PARROT,CAICA_PARROT,Caica Parrot
PARROT,CAPE_PARROT,Cape Parrot
PARROT,CEAR_BLUE_WINGED_PARROTLET,Cear Blue Winged Parrotlet
PARROT,CELESTRIAL_PARROTLET,Celestrial Parrotlet
PARROT,CHATHAM_ISL_REDFRONPAR_PARROT,Chatham Island Redfronpar Parrot
PARROT,CLONCURRY_PARROT,Cloncurry Parrot
PARROT,COLUMBIAN_AMAZON_PARROT,Columbian Amazon Parrot
PARROT,CONCEALED_YELLOW_PARROT,Concealed Yellow Parrot
PARROT,CONGO_RED_CROWNED_PARROT,Congo Red Crowned Parrot
PARROT,CONURE_PARROT,Conure Parrot
PARROT,CORAL_BILLED_PARROT,Coral Billed Parrot
PARROT,COST_RICAN_AMAZON_PARROT,Costa Rican Amazon Parrot
PARROT,COXENS_FANTEE_PARROT,Coxen's Fantee Parrot
PARROT,CRESTED_PARROT,Crested Parrot
PARROT,CRIMSON_ROSELLA_PARROT,Crimson Rosella Parrot
PARROT,CRIMSON_SPOTTED_RACTAIL_PARROT,Crimson Spotted Ractail Parrot
PARROT,CRIMSON_WINGED_PARROT,Crimson Winged Parrot
PARROT,CUBAN_AMAZON_PARROT,Cuban Amazon Parrot
PARROT,DALBERTISS_FANTEE_PARROT,D'Albertis's Fantee Parrot
PARROT,DEMARESTS_DWARF_PARROT,Demarest's Dwarf Parrot
PARROT,DIADEMED_AMAZON_PARROT,Diademed Amazon Parrot
PARROT,DOMINICAN_AMAZON_PARROT,Dominican Amazon Parrot
PARROT,DOREY_PIGMY_PARROT,Dorey Pygmy Parrot
PARROT,DOUBLE_EYED_DWARF_PARROT,Double Eyed Dwarf Parrot
PARROT,DOUBLE_EYED_FANTEE_PARROT,Double Eyed Fantee Parrot
PARROT,DOUBLE_YELLOW_FR_AMAZON_PARROT,Double Yellow Fronted Amazon Parrot
PARROT,DOUBLE_YELLOW_HD_AMAZON_PARROT,Double Yellow Headed Amazon Parrot
PARROT,DUFRESNES_AMAZON_PARROT,Dufresne's Amazon Parrot
PARROT,DUSKY_HEADED_CONURE_PARROT,Dusky Headed Conure Parrot
PARROT,DUSKY_PARROT,Dusky Parrot
PARROT,DWARF_FANTEE_PARROT,Dwarf Fantee Parrot
PARROT,DWARF_PARROT,Dwarf Parrot
PARROT,EASTERN_ROSELLA_PARROT,Eastern Rosella Parrot
PARROT,ECLECTUS_PARROT,Eclectus Parrot
PARROT,ELDOMA_RED_HEADED_PARROT,Eldoma Red Headed Parrot
PARROT,ELEGANT_PARROT,Elegant  Parrot
PARROT,FANTEE_PARROT,Fantee  Parrot
PARROT,FESTIVE_AMAZON_PARROT,Festive Amazon Parrot
PARROT,FINSCHS_AMAZON_PARROT,Finsch's Amazon Parrot
PARROT,FINSCHS_PIGMY_PARROT,Finsch's Pygmy Parrot
PARROT,FIRETAILED_MUNIA,Firetailed Munia
PARROT,FUERTESS_PARROT,Fuertes's Parrot
PARROT,GEELVINK_BAY_PIGMY_PARROT,Geelvink Bay Pygmy Parrot
PARROT,GEOFFROYS_PARROT,Geoffroy's Parrot
PARROT,GOLD_COAST_ORANGE_CROWN_PARROT,Gold Coast Orange Crowned Parrot
PARROT,GOLD_CROWNED_AMAZON_PARROT,Gold Crowned Amazon Parrot
PARROT,GOLDEN_HEADED_FANTEE_PARROT,Golden Headed Fantee Parrot
PARROT,GOLDEN_MANTLED_ROSELLA_PARROT,Golden Mantled Rosella Parrot
PARROT,GOLDEN_NAPED_AMAZON_PARROT,Golden Naped Amazon Parrot
PARROT,GOLDEN_PARAKEETS_PARROT,Golden Parakeets Parrot
PARROT,GOLDEN_TAILED_PARROTLET,Golden Tailed Parrotlet
PARROT,GRAND_ECLECT_PARROT,Grand Eclect Parrot
PARROT,GREAT_BILLED_PARROT,Great Billed Parrot
PARROT,GREATER_VASA_PARROT,Greater Vasa Parrot
PARROT,GREEN_CHEEKED_AMAZON_PARROT,Green Cheeked Amazon Parrot
PARROT,GREEN_HEADED_AMAZON_PARROT,Green Headed Amazon Parrot
PARROT,GREEN_LEEK_PARROT,Green Leek Parrot
PARROT,GREEN_ROSELLA_PARROT,Green Rosella Parrot
PARROT,GREEN_SENEGAL_PARROT,Green Senegal Parrot
PARROT,GREEN_THIGHED_PARROT,Green Thighed Parrot
PARROT,GREEN_WINGED_KING_PARROT,Green Winged King Parrot
PARROT,GREEN_WINGED_PARROT,Green Winged Parrot
PARROT,GREY_HEADED_PARROT,Grey Headed  Parrot
PARROT,GREY_NAPE_AMAZON_PARROT,Grey Naped Amazon Parrot
PARROT,GREY_PARROT,Grey Parrot
PARROT,GROUND_PARROT,Ground Parrot
PARROT,GUAIABERO_PARROT,Guaiabero Parrot
PARROT,GUATEMALAN_AMAZON_PARROT,Guatemalan Amazon Parrot
PARROT,GUIANA_PARROTLET,Guiana Parrotlet
PARROT,GUILDINGS_AMAZON_PARROT,Guilding's Amazon Parrot
PARROT,HANGING_PARROT,Hanging Parrot
PARROT,HAWK_HEADED_PARROT,Hawk Headed Parrot
PARROT,HISPANIOLAN_AMAZON_PARROT,Hispaniolan Amazon Parrot
PARROT,HOODED_PARROT,Hooded Parrot
PARROT,HORNED_PARROT,Horned Parrot
PARROT,HUETS_PARROTLET,Huet's Parrotlet
PARROT,HYACINTHINE_PARROT,Hyacinthine  Parrot
PARROT,IMPERIAL_AMAZON_PARROT,Imperial Amazon Parrot
PARROT,INDIAN_RINGNECK_PARROT,Indian Ringneck Parrot
PARROT,INDIAN_ROCK_PARROT,Indian Rock Parrot
PARROT,INDIGO_WRINGED_PARROT,Indigo Wringed Parrot
PARROT,JARDINES_PARROT,Jardine's Parrot
PARROT,JENDAYA_CONURE_PARROT,Jendaya Conure Parrot
PARROT,KAKA_PARROT,Kaka  Parrot
PARROT,KAKAPO_PARROT,Kakapo Parrot
PARROT,KAKARIKI_PARROT,Kakariki Parrot
PARROT,KANO_YEL_VENTED_SENEGAL_PARROT,Kano Yellow Vented Senegal Parrot
PARROT,KEA_PARROT,Kea Parrot
PARROT,KEI_ISLANDS_PIGMY_PARROT,Kei Islands Pygmy Parrot
PARROT,KING_PARROT,King Parrot
PARROT,LESSER_VASA_PARROT,Lesser Vasa  Parrot
PARROT,LESSONS_AMAZON_PARROT,Lesson's Amazon Parrot
PARROT,LESSONS_PARROTLET,Lesson's Parrotlet
PARROT,LEVAILLANTS_PARROT,Levaillant's  Parrot
PARROT,LEVAILLANTS_AMAZON_PARROT,Levaillant's Amazon Parrot
PARROT,LILAC_COLLAR_PARROT,Lilac Collared Parrot
PARROT,LILAC_CROWNED_AMAZON_PARROT,Lilac Crowned Amazon Parrot
PARROT,LILAC_TAILED_PARROTLET,Lilac Tailed Parrotlet
PARROT,LILACINE_AMAZON_PARROT,Lilacine Amazon Parrot
PARROT,LITTLE_DUSKY_PARROT,Little Dusky Parrot
PARROT,LITTLE_MALAY_PARROT,Little Malay Parrot
PARROT,LITTLE_PIGMY_PARROT,Little Pygmy Parrot
PARROT,LUZON_RACTAIL_PARROT,Luzon Ractail Parrot
PARROT,MACAW_PARROT,Macaw Parrot
PARROT,MACLEAYS_FANTEE_PARROT,Macleay's Fantee Parrot
PARROT,MALAY_BLUE_RUMPED_PARROT,Malay Blue Rumped Parrot
PARROT,MALLEE_PARROT,Mallee Parrot
PARROT,MALLEE_RINGNECK_PARROT,Mallee Ringneck Parrot
PARROT,MANOKWARI_PIGMY_PARROT,Manokwari Pygmy Parrot
PARROT,MARAJC_YELLOW_HD_AMAZON_PARROT,Marajc Yellow Headed Amazon Parrot
PARROT,MARCHALLS_FANTEE_PARROT,Marchall's Fantee Parrot
PARROT,MASAI_RED_HEADED_PARROT,Masai Red Headed Parrot
PARROT,MASSENAS_PARROT,Massena's Parrot
PARROT,MAXIMILIANS_PARROT,Maximilian's Parrot
PARROT,MEALY_AMAZON_PARROT,Mealy Amazon Parrot
PARROT,MEALY_ROSELLA_PARROT,Mealy Rosella Parrot
PARROT,MEEKS_PIGMY_PARROT,Meek's Pygmy Parrot
PARROT,MERCENARY_AMAZON_PARROT,Mercenary Amazon Parrot
PARROT,MERIDA_PARROTLET,Merida Parrotlet
PARROT,MEXICAN_PARROTLET,Mexican Parrotlet
PARROT,MEXICAN_YELLOW_H_AMAZON_PARROT,Mexican Yellow Headed Amazon Parrot
PARROT,MEYERS_PARROT,Meyer's Parrot
PARROT,MIXED_PARROT,Mixed Parrot
PARROT,ZZA_PARROT_MIXED,Mixed Parrot
PARROT,MODEST_GROUND_PARROT,Modest Ground Parrot
PARROT,MORTON_BAY_ROSELLA_PARROT,Morton Bay Rosella Parrot
PARROT,MOUNT_MADA_RACTAIL_PARROT,Mount Mada Ractail Parrot
PARROT,MOUNT_VICTORIA_GROUND_PARROT,Mount Victoria Ground Parrot
PARROT,MULGA_PARROT,Mulga Parrot
PARROT,MULLERS_BLUE_BACKED_PARROT,Muller's Blue Backed Parrot
PARROT,NATTERERS_AMAZON_PARROT,Natterer's Amazon Parrot
PARROT,NEW_BRITAIN_YELLOW_HEAD_PARROT,New Britain Yellow Headed Parrot
PARROT,NEW_CALEDONIAN_REDFRONP_PARROT,New Caledonian Redfronpar Parrot
PARROT,NEW_IRELAND_YELLOW_HEAD_PARROT,New Ireland Yellow Headed Parrot
PARROT,NEW_ZEALAND_KAKAPO_PARROT,New Zealand Kakapo Parrot
PARROT,NEW_ZEALAND_REDFRONPAR_PARROT,New Zealand Redfronpar Parrot
PARROT,NIAM_NIAM_PARROT,Niam Niam Parrot
PARROT,NORTH_ROSELLA_PARROT,Northern Rosella Parrot
PARROT,NORTH_YELLOW_BANDED_PARROT,Northern Yellow Banded Parrot
PARROT,ORANGE_BELLIED_PARROT,Orange Bellied Parrot
PARROT,ORANGE_BELLIED_SENEGAL_PARROT,Orange Bellied Senegal Parrot
PARROT,ORANGE_CHEEKED_PARROT,Orange Cheecked Parrot
PARROT,ORANGE_FRONTED_PARROT,Orange Fronted Parrot
PARROT,ORANGE_WINGED_AMAZON_PARROT,Orange Winged Amazon Parrot
PARROT,OWL_PARROT,Owl Parrot
PARROT,PAINTED_GROUND_PARROT,Painted Ground Parrot
PARROT,PALE_HEADED_ROSELLA_PARROT,Pale Headed Rosella Parrot
PARROT,PANAMA_AMAZON_PARROT,Panama Amazon Parrot
PARROT,PASCOE_RIVER_ECLECT_PARROT,Pascoe River Eclect Parrot
PARROT,PESQUETS_PARROT,Pesquet's Parrot
PARROT,PHILIPPINE_GREEN_PARROT,Philippine Green Parrot
PARROT,PHILIPPINE_RACTAIL_PARROT,Philippine Ractail Parrot
PARROT,PILEATED_PARROT,Pileated Parrot
PARROT,PIONUS_PARROT,Pionus Parrot
PARROT,PLAIN_COLOURED_AMAZON_PARROT,Plain Coloured Amazon Parrot
PARROT,PRETRE_AMAZON_PARROT,Pretre's Amazon Parrot
PARROT,PRINCESS_OF_WALES_PARROT,Princess of Wales Parrot
PARROT,PRINCESS_PARROT,Princess Parrot
PARROT,PUERTO_RICO_AMAZON_PARROT,Puerto Rico Amazon Parrot
PARROT,PURPLE_BREASTED_PARROT,Purple Breasted Parrot
PARROT,PURPLE_GUYANA_PARROTLET,Purple Guyana Parrotlet
PARROT,PIGMY_PARROT,Pygmy Parrot
PARROT,QUEEN_ALEXANDRAS_PARROT,Queen Alexandra's Parrot
PARROT,RACKET_TAILED_PARROT,Racket Tailed Parrot
PARROT,RED_BACKED_AMAZON_PARROT,Red Backed Amazon Parrot
PARROT,RED_BACKED_PARROT,Red Backed Parrot
PARROT,RED_BELLIED_PARROT,Red Bellied Parrot
PARROT,RED_BREAST_MAROON_MUSK_PARROT,Red Breasted Maroon Musk Parrot
PARROT,RED_BREASTED_PARROT,Red Breasted Parrot
PARROT,RED_BROWED_FANTEE_PARROT,Red Browed Fantee Parrot
PARROT,RED_CAPPED_AMAZON_PARROT,Red Capped Amazon Parrot
PARROT,RED_CHEEKED_PARROT,Red Cheeked Parrot
PARROT,RED_EARED_PARROT,Red Eared Parrot
PARROT,RED_FACED_PARROT,Red Faced Parrot
PARROT,RED_FAN_PARROT,Red Fan Parrot
PARROT,RED_FRONTED_AMAZON_PARROT,Red Fronted Amazon Parrot
PARROT,RED_LORED_AMAZON_PARROT,Red Lored Amazon Parrot
PARROT,RED_LORY_PARROT,Red Lory Parrot
PARROT,RED_NECKED_AMAZON_PARROT,Red Necked Amazon Parrot
PARROT,RED_ROSELLA_PARROT,Red Rosella Parrot
PARROT,RED_SIDED_ECLECT_PARROT,Red Sided Eclect Parrot
PARROT,RED_SIDED_PARROT,Red Sided Parrot
PARROT,RED_SPECTACLED_AMAZON_PARROT,Red Spectacled Amazon Parrot
PARROT,RED_TAILED_AMAZON_PARROT,Red Tailed Amazon Parrot
PARROT,RED_THROAT_JAM_AMAZON_PARROT,Red Throated Jamaican Amazon Parrot
PARROT,RED_TOPPED_AMAZON_PARROT,Red Topped Amazon Parrot
PARROT,RED_VENTED_PARROT,Red Vented Parrot
PARROT,RED_VENTED_SENEGAL_PARROT,Red Vented Senegal Parrot
PARROT,RED_WINGED_PARROT,Red Winged Parrot
PARROT,RED_WINGED_PARROTLET,Red Winged Parrotlet
PARROT,RED_RUMPED_PARROT,Redrump Parrot
PARROT,REGENT_PARROT,Regent Parrot
PARROT,RENNELL_PARROT,Rennell Parrot
PARROT,RESTLESS_PARROT,Restless Parrot
PARROT,ROCK_ELEGANT_PARROT,Rock Elegant Parrot
PARROT,ROCK_PEBBLER_PARROT,Rock Pebbler Parrot
PARROT,ROCKY_RIVER_PARROT,Rocky River Parrot
PARROT,ROTHSCHILDS_AMAZON_PARROT,Rothschild's Amazon Parrot
PARROT,RUPPELLS_PARROT,Ruppell's Parrot
PARROT,RUSTY_FACED_PARROT,Rusty Faced Parrot
PARROT,SAFFRON_HEADED_PARROT,Saffron Headed Parrot
PARROT,SALAWATI_KING_PARROT,Salawati King Parrot
PARROT,SALLAS_AMAZON_PARROT,Salla's Amazon Parrot
PARROT,SALVADORIS_FANTEE_PARROT,Salvadori's Fantee Parrot
PARROT,SALVADORIS_GREEN_PARROT,Salvadori's Green Parrot
PARROT,SALVINS_AMAZON_PARROT,Salvin's Amazon Parrot
PARROT,SAN_DOMINGO_AMAZON_PARROT,San Domingo Amazon Parrot
PARROT,SAPPHIRE_RUMPED_PARROTLET,Sapphire Rumped Parrotlet
PARROT,SCALEY_HEADED_PARROT,Scaley Headed Parrot
PARROT,SCARLET_BELLIED_SENEGAL_PARROT,Scarlet Bellied Senegal Parrot
PARROT,SCARLET_FRONTED_FANTEE_PARROT,Scarlet Fronted Fantee Parrot
PARROT,SCARLET_LORED_AMAZON_PARROT,Scarlet Lored Amazon Parrot
PARROT,SCLATERS_PARROTLET,Sclater's Parrotlet
PARROT,SCOPOLIS_PARROTLET,Scopoli's Parrotlet
PARROT,SENEGAL_MEYERS_PARROTS_PARROT,Senegal And Meyer's Parrots Parrot
PARROT,SENEGAL_PARROT,Senegal Parrot
PARROT,SEVEN_COLOURED_PARROTLET,Seven Coloured Parrotlet
PARROT,SHOA_PARROT,Shoa Parrot
PARROT,SHORT_TAILED_PARROT,Short Tailed Parrot
PARROT,SMOKER_PARROT,Smoker Parrot
PARROT,SMUTTY_PARROT,Smutty Parrot
PARROT,SOLOMON_ISLANDS_ECLECT_PARROT,Solomon Islands Eclect Parrot
PARROT,SORDID_PARROT,Sordid Parrot
PARROT,SOUTH_ISLAND_KAKA_PARROT,South Island Kaka Parrot
PARROT,SOUTHERN_FANTEE_PARROT,Southern Fantee Parrot
PARROT,SOUTHERN_MEALY_ROSELLA_PARROT,Southern Mealy Rosella Parrot
PARROT,SOUTHERN_PALE_HEAD_ROS_PARROT,Southern Pale Headed Rosella Parrot
PARROT,SPECTACLED_AMAZON_PARROT,Spectacled Amazon Parrot
PARROT,SPECTACLED_PARROTLET,Spectacled Parrotlet
PARROT,SPLENDID_ROSELLA_PARROT,Splendid Rosella Parrot
PARROT,SPOTTED_WINGED_PARROTLET,Spotted Winged Parrotlet
PARROT,ST_LUCIA_AMAZON_PARROT,St. Lucia Amazon Parrot
PARROT,ST_VINCENT_AMAZON_PARROT,St. Vincent Amazon Parrot
PARROT,SULA_KING_PARROT,Sula King Parrot
PARROT,SUPERB_PARROT,Superb Parrot
PARROT,SWIFT_PARROT,Swift Parrot
PARROT,TANGANYKA_BROWN_HEADED_PARROT,Tanganyika Brown Headed Parrot
PARROT,TASMANIAN_EASTERN_ROSE_PARROT,Tasmanian Eastern Rosella Parrot
PARROT,TASMANIAN_ROSELLA_PARROT,Tasmanian Rosella Parrot
PARROT,THICK_BILLED_PARROT,Thick Billed Parrot
PARROT,TIMNEH_GREY_PARROT,Timnehj Grey Parrot
PARROT,TRUE_PARROT,True Parrot
PARROT,TSCHUDIS_PARROT,Tschudi's Parrot
PARROT,TSCHUDIS_AMAZON_PARROT,Tschudi'ss Amazon Parrot
PARROT,TUCUMAN_AMAZON_PARROT,Tucuman Amazon Parrot
PARROT,TURQUOISE_PARROT,Turquoise Parrot
PARROT,TURQUOISE_RUMPED_PARROTLET,Turquoise Rumped Parrotlet
PARROT,ZZB_PARROT_UNLIST,Unlisted Parrot
PARROT,ZZC_PARROT_UNSPECIFIED,Unspec.Parrot
PARROT,UVEA_ISLAND_CRESTED_PARROT,Uvea Island Crested Parrot
PARROT,VERSICOLOR_AMAZON_PARROT,Versicolor Amazon Parrot
PARROT,VINACEOUS_AMAZON_PARROT,Vinaceous Amazon Parrot
PARROT,VIOLACEOUS_PARROT,Violaceous Parrot
PARROT,VIOLET_BELLIED_PARROT,Violet Bellied Parrot
PARROT,VIOLET_PARROT,Violet Parrot
PARROT,VULTURINE_PARROT,Vulturine Parrot
PARROT,WESTERN_GOLD_HEAD_DWARF_PARROT,Western Golden Headed Dwarf Parrot
PARROT,WESTERN_GOLD_HEAD_FANTE_PARROT,Western Golden Headed Fantee Parrot
PARROT,WESTERN_ROSELLA_PARROT,Western Rosella Parrot
PARROT,WHITE_BROWED_AMAZON_PARROT,White Browed Amazon Parrot
PARROT,WHITE_CAPPED_PARROT,White Capped Parrot
PARROT,WHITE_CROWNED_PARROT,White Crowned Parrot
PARROT,WHITE_FRONTED_AMAZON_PARROT,White Fronted Amazon Parrot
PARROT,WIEDS_PARROTLET,Wied's Parrotlet
PARROT,YELLOW_BELIED_SENAGAL_PARROT,Yellow Bellied Senegal Parrot
PARROT,YELLOW_BILLED_JAMA_AMAZ_PARROT,Yellow Billed Jamaican Amazon Parrot
PARROT,YELLOW_BREASTED_MAR_MUS_PARROT,Yellow Breasted Maroon Musk Parrot
PARROT,YELLOW_CHEAKED_AMAZON_PARROT,Yellow Cheeked Amazon Parrot
PARROT,YELLOW_CHEAKED_ROSELLA_PARROT,Yellow Cheeked Rosella Parrot
PARROT,YELLOW_CROWNED_AMAZON_PARROT,Yellow Crowned Amazon Parrot
PARROT,YELLOW_FACED_AMAZON_PARROT,Yellow Faced Amazon Parrot
PARROT,YELLOW_FRONTED_AMAZON_PARROT,Yellow Fronted Amazon Parrot
PARROT,YELLOW_HEADED_AMAZON_PARROT,Yellow Headed Amazon Parrot
PARROT,YELLOW_LORED_AMAZON_PARROT,Yellow Lored Amazon Parrot
PARROT,YELLOW_NAPED_AMAZON_PARROT,Yellow Naped Amazon Parrot
PARROT,YELLOW_ROSELLA_PARROT,Yellow Rosella Parrot
PARROT,YELLOW_SHOULDER_AMAZON_PARROT,Yellow Shouldered Amazon Parrot
PARROT,YELLOW_VENTED_SENEGAL_PARROT,Yellow Vented Senegal Parrot
PARROT,YELLOW_WINGED_AMAZON_PARROT,Yellow Winged Amazon Parrot
PARROT,ZONED_PARROT,Zoned Parrot
PARTRIDGE,CYPRUS_ROCK_PARTRIDGE,Cyprus Rock Partridge
PARTRIDGE,GREY_PARTRIDGE,Grey Partridge
PARTRIDGE,ZZA_PARTRIDGE_MIXED,Mixed Partridge
PARTRIDGE,PARTRIDGE,Partridge
PARTRIDGE,RED-LEGGED_PARTRIDGE,Red Legged Partridge
PARTRIDGE,ZZB_PARTRIDGE_UNLIST,Unlisted Partridge
PARTRIDGE,ZZC_PARTRIDGE_UNSPECIFIED,Unspec.Partridge
PEAFOWL,CONGO_PEAFOWL,Congo Peafowl
PEAFOWL,GREEN_PEAFOWL,Green Peafowl
PEAFOWL,INDIAN_PEAFOWL,Indian Peafowl
PEAFOWL,ZZC_PEAFOWL_UNSPECIFIED,Unspec.Peafowl
PENGUIN,ADELIE_PENGUIN,Adelie Penguin
PENGUIN,AFRICAN_PENGUIN,African Penguin
PENGUIN,CHINSTRAP_PENGUIN,Chinstrap Penguin
PENGUIN,EMPEROR_PENGUIN,Emperor Penguin
PENGUIN,ERECT_CRESTED_PENGUIN,Erect Crested Penguin
PENGUIN,ERECT-CRESTED_PENGUIN,Erect-crested Penguin
PENGUIN,FIORDLAND_PENGUIN,Fiordland Penguin
PENGUIN,GALAPAGOS_PENGUIN,Galapagos Penguin
PENGUIN,GENTOO_PENGUIN,Gentoo Penguin
PENGUIN,HUMBOLDT_PENGUIN,Humboldt Penguin
PENGUIN,JACKASS_PENGUIN,Jackass Penguin
PENGUIN,KING_PENGUIN,King Penguin
PENGUIN,LITTLE_PENGUIN,Little Penguin
PENGUIN,MACARONI_PENGUIN,Macaroni Penguin
PENGUIN,MAGELLANIC_PENGUIN,Megellanic Penguin
PENGUIN,ZZA_PENGUIN_MIXED,Mixed Penguin
PENGUIN,ROCKHOPPER_PENGUIN,Rockhopper Penguin
PENGUIN,ROYAL_PENGUIN,Royal Penguin
PENGUIN,SNARES_PENGUIN,Snares Penguin
PENGUIN,ZZB_PENGUIN_UNLIST,Unlisted Penguin
PENGUIN,ZZC_PENGUIN_UNSPECIFIED,Unspec.Penguin
PENGUIN,YELLOW_EYED_PENGUIN,Yellow-Eyed Penguin
PENGUIN,YELLOW-EYED_PENGUIN,Yellow-eyed Penguin
PETREL,EUROPEAN_STORM-PETREL,European Storm-petrel
PHALAROPE,GREY_PHALAROPE,Grey Phalarope
PHALAROPE,ZZA_PHALAROPE_MIXED,Mixed Phalarope
PHALAROPE,RED-NECKED_PHALAROPE,Red-necked Phalarope
PHALAROPE,ZZB_PHALAROPE_UNLIST,Unlisted Phalarope
PHALAROPE,ZZC_PHALAROPE_UNSPECIFIED,Unspec.Phalarope
PHEASANT,BORNEAN_PEACOCK_PHEASANT,Bornean Peacock Pheasant
PHEASANT,CHINESE_PHEASANT,Chinese Pheasant
PHEASANT,EDWARDS_PHEASANT,Edwards Pheasant
PHEASANT,GOLDEN_PHEASANT,Golden Pheasant
PHEASANT,ZZA_PHEASANT_MIXED,Mixed Pheasant
PHEASANT,PALAWAN_PEACOCK_PHEASANT,Palawan Peacock Pheasant
PHEASANT,PALAWAN_PHEASANT,Palawan Pheasant
PHEASANT,PHEASANT,Pheasant
PHEASANT,ZZB_PHEASANT_UNLIST,Unlisted Pheasant
PHEASANT,ZZC_PHEASANT_UNSPECIFIED,Unspec.Pheasant
PIG,AMERICAN_LANDRACE_SWINE,American Landrace Swine
PIG,ANGELN_SADDLEBACK,Angeln Saddleback
PIG,BALDINGER_SPOTTED,Baldinger Spotted
PIG,BARBARUSA,Barbarusa
PIG,BARBIRUS,Barbirus
PIG,BENTHEIM_BLACK_AND_WHITE,Bentheim Black And White
PIG,BERKSHIRE_SWINE,Berkshire Swine
